session,quelle,thema,erstellt,teacher_name,teacher_model,overall_score,themenbezogenheit,logik-des-aufbaus,ausfuehrlichkeit-aussagekraft,sprachbeherrschung,komplexitaet,wortschatz-textverknuepfung,gebrauch-sprachlicher-strukturen
ca2209652d554aa697b0e01d115a3900,ClaudeOpus4.7,Giving mobile phones to the unemployed,2026-04-27T01:17:21.122991+00:00,Gemini3.1FlashLite Evaluator,google/gemini-3.1-flash-lite-preview,4.93,5.0,5.0,5.0,5.0,4.5,5.0,5.0
e67e1150da49406985c156d94c872c07,Gemini3.1Pro,Giving mobile phones to the unemployed,2026-04-27T01:17:21.122991+00:00,Gemini3.1FlashLite Evaluator,google/gemini-3.1-flash-lite-preview,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5
0ad816804d564612a6d0e1d3f4074506,Student,International sporting occasions help to ease international tensions,2026-04-27T01:17:27.150984+00:00,Gemini3.1FlashLite Evaluator,google/gemini-3.1-flash-lite-preview,2.79,3.5,3.0,3.0,2.5,2.5,2.5,2.5
491d1c538f134085b032d08e6226721f,ChatGPT-3,International sporting occasions help to ease international tensions,2026-04-27T01:17:27.150984+00:00,Gemini3.1FlashLite Evaluator,google/gemini-3.1-flash-lite-preview,4.29,4.5,4.5,4.5,4.5,4.0,4.0,4.0
bedbf31f8aed47ecb73363b2b3115765,ChatGPT-4,International sporting occasions help to ease international tensions,2026-04-27T01:17:27.150984+00:00,Gemini3.1FlashLite Evaluator,google/gemini-3.1-flash-lite-preview,4.79,5.0,5.0,5.0,5.0,4.5,4.5,4.5
725813bb64694c77be9f2d176c20c608,Qwen3.6Plus,International sporting occasions help to ease international tensions,2026-04-27T01:17:27.150984+00:00,Gemini3.1FlashLite Evaluator,google/gemini-3.1-flash-lite-preview,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
721be108ed854d649f622a3e476bb975,Kimi-K2.6,International sporting occasions help to ease international tensions,2026-04-27T01:17:27.150984+00:00,Gemini3.1FlashLite Evaluator,google/gemini-3.1-flash-lite-preview,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5
e1d8cf8a5301491488973332358d4a37,GLM-5.1,International sporting occasions help to ease international tensions,2026-04-27T01:17:27.150984+00:00,Gemini3.1FlashLite Evaluator,google/gemini-3.1-flash-lite-preview,4.29,4.5,4.5,4.5,4.5,4.0,4.0,4.0
ba5dc9924c014f5686a8d7d954410733,MiniMax-M2.7,International sporting occasions help to ease international tensions,2026-04-27T01:17:27.150984+00:00,Gemini3.1FlashLite Evaluator,google/gemini-3.1-flash-lite-preview,4.79,5.0,5.0,5.0,5.0,4.5,4.5,4.5
f234e57b89db4e0bbdba3baf64d78cb6,DeepSeek-V3.2,International sporting occasions help to ease international tensions,2026-04-27T01:17:27.150984+00:00,Gemini3.1FlashLite Evaluator,google/gemini-3.1-flash-lite-preview,4.79,5.0,5.0,5.0,5.0,4.5,4.5,4.5
8dedefcbee484fde8c996cf43c0bc50e,GPT-5.5,International sporting occasions help to ease international tensions,2026-04-27T01:17:27.150984+00:00,Gemini3.1FlashLite Evaluator,google/gemini-3.1-flash-lite-preview,4.29,4.5,4.5,4.5,4.5,4.0,4.0,4.0
b0cfcd0fabdd4e31b1ee00f19615a2d3,DeepSeek-V4Pro,International sporting occasions help to ease international tensions,2026-04-27T01:17:27.150984+00:00,Gemini3.1FlashLite Evaluator,google/gemini-3.1-flash-lite-preview,5.29,5.5,5.5,5.5,5.5,5.0,5.0,5.0
63e4984787bb4db489a8cb40e204763e,ClaudeOpus4.6,International sporting occasions help to ease international tensions,2026-04-27T01:17:27.150984+00:00,Gemini3.1FlashLite Evaluator,google/gemini-3.1-flash-lite-preview,4.29,4.5,4.5,4.5,4.5,4.0,4.0,4.0
f4e1de50f1744cbe9695223e306fb0cd,ClaudeOpus4.7,International sporting occasions help to ease international tensions,2026-04-27T01:17:27.150984+00:00,Gemini3.1FlashLite Evaluator,google/gemini-3.1-flash-lite-preview,4.79,5.0,5.0,5.0,5.0,4.5,4.5,4.5
f89fbf7c14eb4b079e3e62ebb95eece7,Gemini3.1Pro,International sporting occasions help to ease international tensions,2026-04-27T01:17:27.150984+00:00,Gemini3.1FlashLite Evaluator,google/gemini-3.1-flash-lite-preview,4.79,5.0,5.0,5.0,5.0,4.5,4.5,4.5
a709977311fc4c268c1cfadd4c114613,Student,The Non-Issue of Same Sex Marriage,2026-04-27T01:17:34.181547+00:00,Gemini3.1FlashLite Evaluator,google/gemini-3.1-flash-lite-preview,2.93,3.5,3.0,3.0,2.5,3.0,3.0,2.5
33b596a733fb42f7a3b3a9c1300773a9,ChatGPT-3,The Non-Issue of Same Sex Marriage,2026-04-27T01:17:34.181547+00:00,Gemini3.1FlashLite Evaluator,google/gemini-3.1-flash-lite-preview,4.43,4.5,4.5,4.5,4.5,4.0,4.5,4.5
ded47ad16650472ca753252caa665d74,ChatGPT-4,The Non-Issue of Same Sex Marriage,2026-04-27T01:17:34.181547+00:00,Gemini3.1FlashLite Evaluator,google/gemini-3.1-flash-lite-preview,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5
30080ffefb504281a58b37eb32a94448,Qwen3.6Plus,The Non-Issue of Same Sex Marriage,2026-04-27T01:17:34.181547+00:00,Gemini3.1FlashLite Evaluator,google/gemini-3.1-flash-lite-preview,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
e686850208454872a8192219355a6d8e,Kimi-K2.6,The Non-Issue of Same Sex Marriage,2026-04-27T01:17:34.181547+00:00,Gemini3.1FlashLite Evaluator,google/gemini-3.1-flash-lite-preview,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5
99eea8a792584c9f82d81686b227e3a1,GLM-5.1,The Non-Issue of Same Sex Marriage,2026-04-27T01:17:34.181547+00:00,Gemini3.1FlashLite Evaluator,google/gemini-3.1-flash-lite-preview,4.07,4.0,4.0,4.5,4.0,4.0,4.0,4.0
06c36e54b1d441f984a3485ddaeefbb1,MiniMax-M2.7,The Non-Issue of Same Sex Marriage,2026-04-27T01:17:34.181547+00:00,Gemini3.1FlashLite Evaluator,google/gemini-3.1-flash-lite-preview,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5
5afd0086b39f46e192440bdc502f8580,DeepSeek-V3.2,The Non-Issue of Same Sex Marriage,2026-04-27T01:17:34.181547+00:00,Gemini3.1FlashLite Evaluator,google/gemini-3.1-flash-lite-preview,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5
547926585aef42d4bc78e7f368164e37,GPT-5.5,The Non-Issue of Same Sex Marriage,2026-04-27T01:17:34.181547+00:00,Gemini3.1FlashLite Evaluator,google/gemini-3.1-flash-lite-preview,3.93,4.0,4.0,4.0,4.0,3.5,4.0,4.0
844139457def44f58c994012a8c935df,DeepSeek-V4Pro,The Non-Issue of Same Sex Marriage,2026-04-27T01:17:34.181547+00:00,Gemini3.1FlashLite Evaluator,google/gemini-3.1-flash-lite-preview,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5
66cb3421d21b4607abdcdfe5444d2ef5,ClaudeOpus4.6,The Non-Issue of Same Sex Marriage,2026-04-27T01:17:34.181547+00:00,Gemini3.1FlashLite Evaluator,google/gemini-3.1-flash-lite-preview,4.43,4.5,4.5,4.5,4.5,4.0,4.5,4.5
60d88da2ca4648aea4216fdb5eaa4dc0,ClaudeOpus4.7,The Non-Issue of Same Sex Marriage,2026-04-27T01:17:34.181547+00:00,Gemini3.1FlashLite Evaluator,google/gemini-3.1-flash-lite-preview,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
3e6699fbb5ec4545a60f82bdd46f1a8f,Gemini3.1Pro,The Non-Issue of Same Sex Marriage,2026-04-27T01:17:34.181547+00:00,Gemini3.1FlashLite Evaluator,google/gemini-3.1-flash-lite-preview,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5
e0fdde9c67a64328bfd8fd604abf3a3a,Student,museums and art galleries will disappear soon?,2026-04-27T01:17:39.800878+00:00,Gemini3.1FlashLite Evaluator,google/gemini-3.1-flash-lite-preview,3.64,4.0,4.0,3.5,3.5,3.5,3.5,3.5
189348a8d3824d87b3f261bffa6a6608,ChatGPT-3,museums and art galleries will disappear soon?,2026-04-27T01:17:39.800878+00:00,Gemini3.1FlashLite Evaluator,google/gemini-3.1-flash-lite-preview,4.93,5.0,5.0,5.0,5.0,4.5,5.0,5.0
36d3365545b54caba0600a82003ca5df,ChatGPT-4,museums and art galleries will disappear soon?,2026-04-27T01:17:39.800878+00:00,Gemini3.1FlashLite Evaluator,google/gemini-3.1-flash-lite-preview,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
e52a28831bcf4de7a3bb44a622f6daef,Qwen3.6Plus,museums and art galleries will disappear soon?,2026-04-27T01:17:39.800878+00:00,Gemini3.1FlashLite Evaluator,google/gemini-3.1-flash-lite-preview,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5
3dea5c2b2a5142d0bbc0b38326b045e1,Kimi-K2.6,museums and art galleries will disappear soon?,2026-04-27T01:17:39.800878+00:00,Gemini3.1FlashLite Evaluator,google/gemini-3.1-flash-lite-preview,4.93,5.0,5.0,5.0,5.0,4.5,5.0,5.0
0dd716f79ea743e891e22726eb34285a,GLM-5.1,museums and art galleries will disappear soon?,2026-04-27T01:17:39.800878+00:00,Gemini3.1FlashLite Evaluator,google/gemini-3.1-flash-lite-preview,4.43,4.5,4.5,4.5,4.5,4.0,4.5,4.5
60cc6e885d1b452991b0470c690fb71b,MiniMax-M2.7,museums and art galleries will disappear soon?,2026-04-27T01:17:39.800878+00:00,Gemini3.1FlashLite Evaluator,google/gemini-3.1-flash-lite-preview,4.43,4.5,4.5,4.5,4.5,4.0,4.5,4.5
e63e511a759640e5b91631089b46fa83,DeepSeek-V3.2,museums and art galleries will disappear soon?,2026-04-27T01:17:39.800878+00:00,Gemini3.1FlashLite Evaluator,google/gemini-3.1-flash-lite-preview,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
be24d34f3687413fa09e850b51994160,GPT-5.5,museums and art galleries will disappear soon?,2026-04-27T01:17:39.800878+00:00,Gemini3.1FlashLite Evaluator,google/gemini-3.1-flash-lite-preview,4.43,4.5,4.5,4.5,4.5,4.0,4.5,4.5
33c4653903914067b3ce1402cb561b5c,DeepSeek-V4Pro,museums and art galleries will disappear soon?,2026-04-27T01:17:39.800878+00:00,Gemini3.1FlashLite Evaluator,google/gemini-3.1-flash-lite-preview,4.93,5.0,5.0,5.0,5.0,4.5,5.0,5.0
c87a084134de4c2eafcae9008af8cac2,ClaudeOpus4.6,museums and art galleries will disappear soon?,2026-04-27T01:17:39.800878+00:00,Gemini3.1FlashLite Evaluator,google/gemini-3.1-flash-lite-preview,4.43,4.5,4.5,4.5,4.5,4.0,4.5,4.5
dfe9dc88f77141de8ebec0fc17f5afa7,ClaudeOpus4.7,museums and art galleries will disappear soon?,2026-04-27T01:17:39.800878+00:00,Gemini3.1FlashLite Evaluator,google/gemini-3.1-flash-lite-preview,4.93,5.0,5.0,5.0,5.0,4.5,5.0,5.0
997493750eff4fd7989c6b1afd6b1f54,Gemini3.1Pro,museums and art galleries will disappear soon?,2026-04-27T01:17:39.800878+00:00,Gemini3.1FlashLite Evaluator,google/gemini-3.1-flash-lite-preview,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5
3c11ee445e7642b9b2fc8527e214c871,Student,Artists' freedom to express ideas,2026-04-27T01:17:45.566980+00:00,Gemini3.1FlashLite Evaluator,google/gemini-3.1-flash-lite-preview,3.43,4.0,3.5,3.5,3.0,3.5,3.5,3.0
49e6d1167a094163be18898b59c69154,ChatGPT-3,Artists' freedom to express ideas,2026-04-27T01:17:45.566980+00:00,Gemini3.1FlashLite Evaluator,google/gemini-3.1-flash-lite-preview,4.57,4.5,4.5,5.0,5.0,4.0,4.5,4.5
fdfb0e4bc00c41999613e662e10c835a,ChatGPT-4,Artists' freedom to express ideas,2026-04-27T01:17:45.566980+00:00,Gemini3.1FlashLite Evaluator,google/gemini-3.1-flash-lite-preview,4.71,4.5,4.5,5.0,5.0,4.5,5.0,4.5
13c7fdfba82c486a8438d34229b29877,Qwen3.6Plus,Artists' freedom to express ideas,2026-04-27T01:17:45.566980+00:00,Gemini3.1FlashLite Evaluator,google/gemini-3.1-flash-lite-preview,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
9c0851ef7f5943b4bdd981ed2f24ae79,Kimi-K2.6,Artists' freedom to express ideas,2026-04-27T01:17:45.566980+00:00,Gemini3.1FlashLite Evaluator,google/gemini-3.1-flash-lite-preview,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
2c37a0170c114c2e98b862795783a942,MiniMax-M2.7,Artists' freedom to express ideas,2026-04-27T01:17:45.566980+00:00,Gemini3.1FlashLite Evaluator,google/gemini-3.1-flash-lite-preview,4.64,4.5,4.5,5.0,5.0,4.5,4.5,4.5
0365cf4536ac45e0828af7daac45c099,DeepSeek-V3.2,Artists' freedom to express ideas,2026-04-27T01:17:45.566980+00:00,Gemini3.1FlashLite Evaluator,google/gemini-3.1-flash-lite-preview,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
8c07c80ef3aa4c4b86d331c99807388d,GPT-5.5,Artists' freedom to express ideas,2026-04-27T01:17:45.566980+00:00,Gemini3.1FlashLite Evaluator,google/gemini-3.1-flash-lite-preview,4.64,4.5,4.5,5.0,5.0,4.5,4.5,4.5
7a71c8f180af428b800aebab53ae9f14,DeepSeek-V4Pro,Artists' freedom to express ideas,2026-04-27T01:17:45.566980+00:00,Gemini3.1FlashLite Evaluator,google/gemini-3.1-flash-lite-preview,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
eea81cfbab9047de8d7a1b105f688612,ClaudeOpus4.6,Artists' freedom to express ideas,2026-04-27T01:17:45.566980+00:00,Gemini3.1FlashLite Evaluator,google/gemini-3.1-flash-lite-preview,4.64,4.5,4.5,5.0,5.0,4.5,4.5,4.5
9cb0086c43f4411d93b60ca819ff2c75,ClaudeOpus4.7,Artists' freedom to express ideas,2026-04-27T01:17:45.566980+00:00,Gemini3.1FlashLite Evaluator,google/gemini-3.1-flash-lite-preview,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
e3ef236076f04a469d7cac02b5d36dc8,Gemini3.1Pro,Artists' freedom to express ideas,2026-04-27T01:17:45.566980+00:00,Gemini3.1FlashLite Evaluator,google/gemini-3.1-flash-lite-preview,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5
747a78ebc36c4b85aa5fbc549a5d5a7b,Student,Should governments be responsible to help the unemployed and homeless,2026-04-27T01:17:50.380105+00:00,Gemini3.1FlashLite Evaluator,google/gemini-3.1-flash-lite-preview,4.07,5.0,4.5,4.0,3.5,4.0,4.0,3.5
1c3dc4cebcf84a6299c3c3de2d51bf58,ChatGPT-3,Should governments be responsible to help the unemployed and homeless,2026-04-27T01:17:50.380105+00:00,Gemini3.1FlashLite Evaluator,google/gemini-3.1-flash-lite-preview,4.86,5.0,5.0,5.0,5.0,4.5,4.5,5.0
8f3abde37da541d3b59288f25b9b764c,ChatGPT-4,Should governments be responsible to help the unemployed and homeless,2026-04-27T01:17:50.380105+00:00,Gemini3.1FlashLite Evaluator,google/gemini-3.1-flash-lite-preview,5.36,5.5,5.5,5.5,5.5,5.0,5.0,5.5
b2aa230144f04340a3360be713c2b871,Qwen3.6Plus,Should governments be responsible to help the unemployed and homeless,2026-04-27T01:17:50.380105+00:00,Gemini3.1FlashLite Evaluator,google/gemini-3.1-flash-lite-preview,5.36,5.5,5.5,5.5,5.5,5.0,5.0,5.5
034bde51e0364498b4fae04bbb99926d,Kimi-K2.6,Should governments be responsible to help the unemployed and homeless,2026-04-27T01:17:50.380105+00:00,Gemini3.1FlashLite Evaluator,google/gemini-3.1-flash-lite-preview,4.86,5.0,5.0,5.0,5.0,4.5,4.5,5.0
05d99fe1bb074f45b8a14f5d4dca05e9,GLM-5.1,Should governments be responsible to help the unemployed and homeless,2026-04-27T01:17:50.380105+00:00,Gemini3.1FlashLite Evaluator,google/gemini-3.1-flash-lite-preview,4.86,5.0,5.0,5.0,5.0,4.5,4.5,5.0
4a662404628d447d976d441c497fd39a,MiniMax-M2.7,Should governments be responsible to help the unemployed and homeless,2026-04-27T01:17:50.380105+00:00,Gemini3.1FlashLite Evaluator,google/gemini-3.1-flash-lite-preview,4.86,5.0,5.0,5.0,5.0,4.5,4.5,5.0
76e1376d4897434fb1df32a87bfdc04d,DeepSeek-V3.2,Should governments be responsible to help the unemployed and homeless,2026-04-27T01:17:50.380105+00:00,Gemini3.1FlashLite Evaluator,google/gemini-3.1-flash-lite-preview,5.36,5.5,5.5,5.5,5.5,5.0,5.0,5.5
d5838ac902c248738e97e0792bb2fc8f,GPT-5.5,Should governments be responsible to help the unemployed and homeless,2026-04-27T01:17:50.380105+00:00,Gemini3.1FlashLite Evaluator,google/gemini-3.1-flash-lite-preview,4.86,5.0,5.0,5.0,5.0,4.5,4.5,5.0
004f0f9684af49e68a2e26cbe4eea323,DeepSeek-V4Pro,Should governments be responsible to help the unemployed and homeless,2026-04-27T01:17:50.380105+00:00,Gemini3.1FlashLite Evaluator,google/gemini-3.1-flash-lite-preview,5.36,5.5,5.5,5.5,5.5,5.0,5.0,5.5
8e9404910c7640ddb6685679c44be944,ClaudeOpus4.6,Should governments be responsible to help the unemployed and homeless,2026-04-27T01:17:50.380105+00:00,Gemini3.1FlashLite Evaluator,google/gemini-3.1-flash-lite-preview,4.86,5.0,5.0,5.0,5.0,4.5,4.5,5.0
243375b086c04a1bb2cb73752d11b15d,ClaudeOpus4.7,Should governments be responsible to help the unemployed and homeless,2026-04-27T01:17:50.380105+00:00,Gemini3.1FlashLite Evaluator,google/gemini-3.1-flash-lite-preview,4.86,5.0,5.0,5.0,5.0,4.5,4.5,5.0
e1ffd194894e46aba0f4dc74b1e17165,Gemini3.1Pro,Should governments be responsible to help the unemployed and homeless,2026-04-27T01:17:50.380105+00:00,Gemini3.1FlashLite Evaluator,google/gemini-3.1-flash-lite-preview,5.29,5.5,5.0,5.5,5.5,5.0,5.0,5.5
3e036a31c5ca44c4b340ba83e38a2c2f,Student,Knowledge from experience is more important than that from books,2026-04-27T01:17:55.994122+00:00,Gemini3.1FlashLite Evaluator,google/gemini-3.1-flash-lite-preview,3.14,3.5,3.5,3.0,3.0,3.0,3.0,3.0
9e0dc1ea6e8a4564bf974df53f8527f6,ChatGPT-3,Knowledge from experience is more important than that from books,2026-04-27T01:17:55.994122+00:00,Gemini3.1FlashLite Evaluator,google/gemini-3.1-flash-lite-preview,4.43,4.5,4.5,4.5,4.5,4.0,4.5,4.5
bc9096d9b6e64a2e923d1081b007ffde,ChatGPT-4,Knowledge from experience is more important than that from books,2026-04-27T01:17:55.994122+00:00,Gemini3.1FlashLite Evaluator,google/gemini-3.1-flash-lite-preview,4.93,5.0,5.0,5.0,5.0,4.5,5.0,5.0
af7f04c01f924484800a950df17fd9f2,Qwen3.6Plus,Knowledge from experience is more important than that from books,2026-04-27T01:17:55.994122+00:00,Gemini3.1FlashLite Evaluator,google/gemini-3.1-flash-lite-preview,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5
5dc485e263d5467ea6fcf0c4c5e22590,Kimi-K2.6,Knowledge from experience is more important than that from books,2026-04-27T01:17:55.994122+00:00,Gemini3.1FlashLite Evaluator,google/gemini-3.1-flash-lite-preview,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5
722c48bc86864d07aae3fd247c718929,GLM-5.1,Knowledge from experience is more important than that from books,2026-04-27T01:17:55.994122+00:00,Gemini3.1FlashLite Evaluator,google/gemini-3.1-flash-lite-preview,4.93,5.0,5.0,5.0,5.0,4.5,5.0,5.0
5ca87ff57df74ffc884267a17bd69166,MiniMax-M2.7,Knowledge from experience is more important than that from books,2026-04-27T01:17:55.994122+00:00,Gemini3.1FlashLite Evaluator,google/gemini-3.1-flash-lite-preview,4.93,5.0,5.0,5.0,5.0,4.5,5.0,5.0
0bc7447649904256bcdc9bf94d19b420,DeepSeek-V3.2,Knowledge from experience is more important than that from books,2026-04-27T01:17:55.994122+00:00,Gemini3.1FlashLite Evaluator,google/gemini-3.1-flash-lite-preview,4.43,4.5,4.5,4.5,4.5,4.0,4.5,4.5
2a57938e9d414b5c8517bc8f164e78f1,GPT-5.5,Knowledge from experience is more important than that from books,2026-04-27T01:17:55.994122+00:00,Gemini3.1FlashLite Evaluator,google/gemini-3.1-flash-lite-preview,4.93,5.0,5.0,5.0,5.0,4.5,5.0,5.0
fba08a06c0754995a1d5687def27867e,DeepSeek-V4Pro,Knowledge from experience is more important than that from books,2026-04-27T01:17:55.994122+00:00,Gemini3.1FlashLite Evaluator,google/gemini-3.1-flash-lite-preview,4.93,5.0,5.0,5.0,5.0,4.5,5.0,5.0
89344b8858814d89bc7080528f4c12c9,ClaudeOpus4.6,Knowledge from experience is more important than that from books,2026-04-27T01:17:55.994122+00:00,Gemini3.1FlashLite Evaluator,google/gemini-3.1-flash-lite-preview,4.43,4.5,4.5,4.5,4.5,4.0,4.5,4.5
fcb43e8b029b4f70a293bcfa4dc623f0,ClaudeOpus4.7,Knowledge from experience is more important than that from books,2026-04-27T01:17:55.994122+00:00,Gemini3.1FlashLite Evaluator,google/gemini-3.1-flash-lite-preview,4.93,5.0,5.0,5.0,5.0,4.5,5.0,5.0
fdd64bd30332476fa5c0ca211c804d7c,Gemini3.1Pro,Knowledge from experience is more important than that from books,2026-04-27T01:17:55.994122+00:00,Gemini3.1FlashLite Evaluator,google/gemini-3.1-flash-lite-preview,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5
1a3ecf57eb5c4f8b9f6fa7d11bd4585e,Student,Several languages are in danger of extinction,2026-04-27T01:18:09.752409+00:00,Gemini3.1FlashLite Evaluator,google/gemini-3.1-flash-lite-preview,3.14,3.5,3.5,3.0,3.0,3.0,3.0,3.0
7daaf8819d824fe5884df6f5c790f29f,ChatGPT-3,Several languages are in danger of extinction,2026-04-27T01:18:09.752409+00:00,Gemini3.1FlashLite Evaluator,google/gemini-3.1-flash-lite-preview,4.43,4.5,4.5,4.5,4.5,4.0,4.5,4.5
cac5b48d52f84f4ab9030f94d0a431c6,ChatGPT-4,Several languages are in danger of extinction,2026-04-27T01:18:09.752409+00:00,Gemini3.1FlashLite Evaluator,google/gemini-3.1-flash-lite-preview,4.93,5.0,5.0,5.0,5.0,4.5,5.0,5.0
a65ba0fa2c304564b751b0d62e0d2f2f,Qwen3.6Plus,Several languages are in danger of extinction,2026-04-27T01:18:09.752409+00:00,Gemini3.1FlashLite Evaluator,google/gemini-3.1-flash-lite-preview,5.43,5.5,5.5,5.5,5.5,5.0,5.5,5.5
fed5aee11cf8465ea2f10853ae301c10,Kimi-K2.6,Several languages are in danger of extinction,2026-04-27T01:18:09.752409+00:00,Gemini3.1FlashLite Evaluator,google/gemini-3.1-flash-lite-preview,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5
bba124a812f546af944c19e1de877ddb,GLM-5.1,Several languages are in danger of extinction,2026-04-27T01:18:09.752409+00:00,Gemini3.1FlashLite Evaluator,google/gemini-3.1-flash-lite-preview,4.43,4.5,4.5,4.5,4.5,4.0,4.5,4.5
e72d773813fe4dd5808dcbbb4efb79b4,MiniMax-M2.7,Several languages are in danger of extinction,2026-04-27T01:18:09.752409+00:00,Gemini3.1FlashLite Evaluator,google/gemini-3.1-flash-lite-preview,4.93,5.0,5.0,5.0,5.0,4.5,5.0,5.0
d44c0fdeda2a4ea58a3214550db0379b,DeepSeek-V3.2,Several languages are in danger of extinction,2026-04-27T01:18:09.752409+00:00,Gemini3.1FlashLite Evaluator,google/gemini-3.1-flash-lite-preview,5.43,5.5,5.5,5.5,5.5,5.0,5.5,5.5
3dab9e1e660c44f6b7df7f870fecc87e,GPT-5.5,Several languages are in danger of extinction,2026-04-27T01:18:09.752409+00:00,Gemini3.1FlashLite Evaluator,google/gemini-3.1-flash-lite-preview,4.43,4.5,4.5,4.5,4.5,4.0,4.5,4.5
42be476ce8c348ca8badc10ff45217b3,DeepSeek-V4Pro,Several languages are in danger of extinction,2026-04-27T01:18:09.752409+00:00,Gemini3.1FlashLite Evaluator,google/gemini-3.1-flash-lite-preview,4.93,5.0,5.0,5.0,5.0,4.5,5.0,5.0
b225d173363e4c899b3a3282fc0f1767,ClaudeOpus4.6,Several languages are in danger of extinction,2026-04-27T01:18:09.752409+00:00,Gemini3.1FlashLite Evaluator,google/gemini-3.1-flash-lite-preview,4.43,4.5,4.5,4.5,4.5,4.0,4.5,4.5
c9c96d4f66774a6181c711e6d623cd20,ClaudeOpus4.7,Several languages are in danger of extinction,2026-04-27T01:18:09.752409+00:00,Gemini3.1FlashLite Evaluator,google/gemini-3.1-flash-lite-preview,4.93,5.0,5.0,5.0,5.0,4.5,5.0,5.0
b8d6a27818df41c3a47d551be455edb8,Gemini3.1Pro,Several languages are in danger of extinction,2026-04-27T01:18:09.752409+00:00,Gemini3.1FlashLite Evaluator,google/gemini-3.1-flash-lite-preview,4.93,5.0,5.0,5.0,5.0,4.5,5.0,5.0
