session,quelle,thema,erstellt,teacher_name,teacher_model,overall_score,themenbezogenheit,logik-des-aufbaus,ausfuehrlichkeit-aussagekraft,sprachbeherrschung,komplexitaet,wortschatz-textverknuepfung,gebrauch-sprachlicher-strukturen,teacher_folder
50d143b628fa47f49cba93b08f730193,Gemini3.1Pro,Locker checks,2026-04-27T00:31:51.942192+00:00,DeepSeek-V3.2 Evaluator,DeepSeek-V3.2,5.36,5.5,5.5,5.5,5.5,5.0,5.0,5.5,deepseek-v3-2-evaluator
2ca0d9d0ec7e4d1688f790646b810d38,Student,Why you should exercise,2026-04-27T00:35:07.698755+00:00,DeepSeek-V3.2 Evaluator,DeepSeek-V3.2,4.79,5.5,5.0,5.0,4.5,4.5,4.5,4.5,deepseek-v3-2-evaluator
962e0517d8ee4127b87926132e83546e,ChatGPT-3,Why you should exercise,2026-04-27T00:35:13.891498+00:00,DeepSeek-V3.2 Evaluator,DeepSeek-V3.2,5.29,5.5,5.5,5.5,5.5,5.0,5.0,5.0,deepseek-v3-2-evaluator
4b64acedac8448858e62382488fdac7e,ChatGPT-4,Why you should exercise,2026-04-27T00:35:18.338195+00:00,DeepSeek-V3.2 Evaluator,DeepSeek-V3.2,5.43,5.5,5.5,5.5,5.5,5.0,5.5,5.5,deepseek-v3-2-evaluator
6f458a9059a24a04b63bdffa27c97170,Qwen3.6Plus,Why you should exercise,2026-04-27T00:35:26.412236+00:00,DeepSeek-V3.2 Evaluator,DeepSeek-V3.2,5.43,5.5,5.5,5.5,5.5,5.0,5.5,5.5,deepseek-v3-2-evaluator
4dc7db739bba46158abc065b9ec9877b,Kimi-K2.6,Why you should exercise,2026-04-27T00:35:34.151609+00:00,DeepSeek-V3.2 Evaluator,DeepSeek-V3.2,5.29,5.5,5.5,5.5,5.5,5.0,5.0,5.0,deepseek-v3-2-evaluator
3d350e0130454455813559699017e472,GLM-5.1,Why you should exercise,2026-04-27T00:35:43.249466+00:00,DeepSeek-V3.2 Evaluator,DeepSeek-V3.2,5.5,6.0,5.5,5.5,5.5,5.0,5.5,5.5,deepseek-v3-2-evaluator
38b170cde6124378b25ddaf37d27b750,MiniMax-M2.7,Why you should exercise,2026-04-27T00:35:49.064872+00:00,DeepSeek-V3.2 Evaluator,DeepSeek-V3.2,5.86,6.0,6.0,6.0,6.0,5.5,5.5,6.0,deepseek-v3-2-evaluator
2d213f7498c441b58386443033aba8e4,DeepSeek-V3.2,Why you should exercise,2026-04-27T00:35:53.966396+00:00,DeepSeek-V3.2 Evaluator,DeepSeek-V3.2,5.21,5.5,5.5,5.5,5.5,4.5,5.0,5.0,deepseek-v3-2-evaluator
287ed2c407b545758a898c78bf11c0cb,GPT-5.5,Why you should exercise,2026-04-27T00:36:07.238076+00:00,DeepSeek-V3.2 Evaluator,DeepSeek-V3.2,5.0,5.5,5.0,5.5,5.0,4.5,5.0,4.5,deepseek-v3-2-evaluator
a29d5bb5b9dd4ae7a306f6c60f71f0ef,DeepSeek-V4Pro,Why you should exercise,2026-04-27T00:36:19.761889+00:00,DeepSeek-V3.2 Evaluator,DeepSeek-V3.2,5.71,6.0,6.0,6.0,5.5,5.5,5.5,5.5,deepseek-v3-2-evaluator
ecb34e496c374988a9244b8a81444391,ClaudeOpus4.6,Why you should exercise,2026-04-27T00:36:35.193761+00:00,DeepSeek-V3.2 Evaluator,DeepSeek-V3.2,5.29,5.5,5.5,5.5,5.5,5.0,5.0,5.0,deepseek-v3-2-evaluator
af36b1b68a61472c886945a2f85054c4,ClaudeOpus4.7,Why you should exercise,2026-04-27T00:36:48.381704+00:00,DeepSeek-V3.2 Evaluator,DeepSeek-V3.2,5.36,5.5,5.5,5.5,5.5,5.0,5.0,5.5,deepseek-v3-2-evaluator
f6350b349ee34d1094368fbfdaa72adc,Gemini3.1Pro,Why you should exercise,2026-04-27T00:36:54.540591+00:00,DeepSeek-V3.2 Evaluator,DeepSeek-V3.2,5.93,6.0,6.0,6.0,6.0,5.5,6.0,6.0,deepseek-v3-2-evaluator
1fe03472dcfb47999cdbff87e2e3196c,Student,Traditional games or modern games in developing children's skills,2026-04-27T00:40:13.825087+00:00,DeepSeek-V3.2 Evaluator,DeepSeek-V3.2,4.57,5.0,4.5,5.0,4.5,4.0,4.5,4.5,deepseek-v3-2-evaluator
747df2c3c05f4247a7a25f5abd6ccbdb,ChatGPT-3,Traditional games or modern games in developing children's skills,2026-04-27T00:40:19.522464+00:00,DeepSeek-V3.2 Evaluator,DeepSeek-V3.2,4.64,5.0,5.0,5.0,4.5,4.0,4.5,4.5,deepseek-v3-2-evaluator
dce196148e0147cdb4e77d92ce5819ba,ChatGPT-4,Traditional games or modern games in developing children's skills,2026-04-27T00:40:26.950104+00:00,DeepSeek-V3.2 Evaluator,DeepSeek-V3.2,4.93,5.0,5.0,5.0,5.0,4.5,5.0,5.0,deepseek-v3-2-evaluator
4ad92cb800b245aab70b5193c4ab8858,Qwen3.6Plus,Traditional games or modern games in developing children's skills,2026-04-27T00:40:35.085268+00:00,DeepSeek-V3.2 Evaluator,DeepSeek-V3.2,5.36,5.5,5.5,5.5,5.5,5.0,5.0,5.5,deepseek-v3-2-evaluator
7baaaebc4be9451899b7714852d61551,Kimi-K2.6,Traditional games or modern games in developing children's skills,2026-04-27T00:40:47.525830+00:00,DeepSeek-V3.2 Evaluator,DeepSeek-V3.2,5.43,5.5,5.5,5.5,5.5,5.0,5.5,5.5,deepseek-v3-2-evaluator
2e64d58f95304283affe8951a0adcc91,GLM-5.1,Traditional games or modern games in developing children's skills,2026-04-27T00:40:52.879646+00:00,DeepSeek-V3.2 Evaluator,DeepSeek-V3.2,5.14,5.5,5.5,5.5,5.0,4.5,5.0,5.0,deepseek-v3-2-evaluator
18ec41f614164862a1b427781db4ff9f,MiniMax-M2.7,Traditional games or modern games in developing children's skills,2026-04-27T00:41:09.345916+00:00,DeepSeek-V3.2 Evaluator,DeepSeek-V3.2,5.07,5.5,5.0,5.5,5.0,4.5,5.0,5.0,deepseek-v3-2-evaluator
91511076db634262888b399f79067ee1,DeepSeek-V3.2,Traditional games or modern games in developing children's skills,2026-04-27T00:41:15.032008+00:00,DeepSeek-V3.2 Evaluator,DeepSeek-V3.2,5.71,6.0,6.0,6.0,5.5,5.5,5.5,5.5,deepseek-v3-2-evaluator
aed79db7420b46339fa278c1734d00fe,GPT-5.5,Traditional games or modern games in developing children's skills,2026-04-27T00:41:27.751069+00:00,DeepSeek-V3.2 Evaluator,DeepSeek-V3.2,5.14,5.5,5.5,5.5,5.0,4.5,5.0,5.0,deepseek-v3-2-evaluator
ec4bb29546bf46f89ff75c38140eb2ea,DeepSeek-V4Pro,Traditional games or modern games in developing children's skills,2026-04-27T00:41:32.557380+00:00,DeepSeek-V3.2 Evaluator,DeepSeek-V3.2,5.43,5.5,5.5,5.5,5.5,5.0,5.5,5.5,deepseek-v3-2-evaluator
e6ec465e39924411beba1f461a9827f9,ClaudeOpus4.6,Traditional games or modern games in developing children's skills,2026-04-27T00:41:38.349877+00:00,DeepSeek-V3.2 Evaluator,DeepSeek-V3.2,5.0,5.0,5.0,5.5,5.0,4.5,5.0,5.0,deepseek-v3-2-evaluator
534ea0a5beb448e1a7c907f7c159c28f,ClaudeOpus4.7,Traditional games or modern games in developing children's skills,2026-04-27T00:41:55.311744+00:00,DeepSeek-V3.2 Evaluator,DeepSeek-V3.2,5.29,5.5,5.5,5.5,5.5,5.0,5.0,5.0,deepseek-v3-2-evaluator
b1c78d487faa4391afe331630803bb52,Gemini3.1Pro,Traditional games or modern games in developing children's skills,2026-04-27T00:42:02.520839+00:00,DeepSeek-V3.2 Evaluator,DeepSeek-V3.2,5.57,6.0,5.5,6.0,5.5,5.0,5.5,5.5,deepseek-v3-2-evaluator
d6508830b3de46928bb9f5fe5eb21a74,Student,Museums as a form of entertainment or education?,2026-04-27T00:44:11.316556+00:00,DeepSeek-V3.2 Evaluator,DeepSeek-V3.2,4.21,5.0,4.5,4.5,4.0,3.5,4.0,4.0,deepseek-v3-2-evaluator
008fc69d062b444cb2ed9ba9a067592e,ChatGPT-3,Museums as a form of entertainment or education?,2026-04-27T00:44:16.635126+00:00,DeepSeek-V3.2 Evaluator,DeepSeek-V3.2,4.86,5.0,5.0,5.0,5.0,4.5,4.5,5.0,deepseek-v3-2-evaluator
80902e0ddd8341a7aa5ac1fdf7aae158,ChatGPT-4,Museums as a form of entertainment or education?,2026-04-27T00:44:27.430965+00:00,DeepSeek-V3.2 Evaluator,DeepSeek-V3.2,5.29,5.5,5.5,5.5,5.5,5.0,5.0,5.0,deepseek-v3-2-evaluator
e42ded41ec4f45f1b5b0895995038825,Qwen3.6Plus,Museums as a form of entertainment or education?,2026-04-27T00:44:32.995029+00:00,DeepSeek-V3.2 Evaluator,DeepSeek-V3.2,5.29,5.5,5.5,5.5,5.5,5.0,5.0,5.0,deepseek-v3-2-evaluator
e5c871293e16435e8c16284d09b37294,Kimi-K2.6,Museums as a form of entertainment or education?,2026-04-27T00:44:45.507336+00:00,DeepSeek-V3.2 Evaluator,DeepSeek-V3.2,5.43,5.5,5.5,5.5,5.5,5.0,5.5,5.5,deepseek-v3-2-evaluator
24830b85157c498d8e5ab7a200e87f02,GLM-5.1,Museums as a form of entertainment or education?,2026-04-27T00:44:58.391918+00:00,DeepSeek-V3.2 Evaluator,DeepSeek-V3.2,5.29,5.5,5.5,5.5,5.5,5.0,5.0,5.0,deepseek-v3-2-evaluator
182e3bf23c7542fda4e7caf7e5be621d,MiniMax-M2.7,Museums as a form of entertainment or education?,2026-04-27T00:45:04.736172+00:00,DeepSeek-V3.2 Evaluator,DeepSeek-V3.2,5.21,5.5,5.5,5.5,5.0,5.0,5.0,5.0,deepseek-v3-2-evaluator
2bc7e40143b14f8581b34143dde1383b,DeepSeek-V3.2,Museums as a form of entertainment or education?,2026-04-27T00:45:17.100178+00:00,DeepSeek-V3.2 Evaluator,DeepSeek-V3.2,5.29,5.5,5.5,5.5,5.5,5.0,5.0,5.0,deepseek-v3-2-evaluator
5c0a523fb8054f1287130bc6aac4f05a,GPT-5.5,Museums as a form of entertainment or education?,2026-04-27T00:45:25.227264+00:00,DeepSeek-V3.2 Evaluator,DeepSeek-V3.2,4.93,5.5,5.0,5.5,5.0,4.5,4.5,4.5,deepseek-v3-2-evaluator
5e86093b221e40d383ad2f675398c1d2,DeepSeek-V4Pro,Museums as a form of entertainment or education?,2026-04-27T00:45:31.362559+00:00,DeepSeek-V3.2 Evaluator,DeepSeek-V3.2,5.5,5.5,5.5,6.0,5.5,5.0,5.5,5.5,deepseek-v3-2-evaluator
d6894615b7f740238d411a9776713ef3,ClaudeOpus4.6,Museums as a form of entertainment or education?,2026-04-27T00:45:38.035902+00:00,DeepSeek-V3.2 Evaluator,DeepSeek-V3.2,5.29,5.5,5.5,5.5,5.5,5.0,5.0,5.0,deepseek-v3-2-evaluator
ed4469ae520e493d9f0ad3c600fc9b83,ClaudeOpus4.7,Museums as a form of entertainment or education?,2026-04-27T00:45:44.228856+00:00,DeepSeek-V3.2 Evaluator,DeepSeek-V3.2,5.29,5.5,5.5,5.5,5.5,5.0,5.0,5.0,deepseek-v3-2-evaluator
c361f738e98747c9a35f6ad885bbecea,Gemini3.1Pro,Museums as a form of entertainment or education?,2026-04-27T00:45:56.722071+00:00,DeepSeek-V3.2 Evaluator,DeepSeek-V3.2,5.36,6.0,5.5,5.5,5.5,5.0,5.0,5.0,deepseek-v3-2-evaluator
acd68f0941af4d9f8ed4cd9f0d32b1c0,Student,Everyone Should Go Camping,2026-04-27T00:48:07.816900+00:00,DeepSeek-V3.2 Evaluator,DeepSeek-V3.2,5.0,6.0,5.0,5.5,5.0,4.5,4.5,4.5,deepseek-v3-2-evaluator
0e51991c8fb44e858443b2016e66fe54,ChatGPT-3,Everyone Should Go Camping,2026-04-27T00:48:20.858416+00:00,DeepSeek-V3.2 Evaluator,DeepSeek-V3.2,4.64,5.0,5.0,5.0,4.5,4.0,4.5,4.5,deepseek-v3-2-evaluator
49b21cdd81424ecda3100d0793cb550b,ChatGPT-4,Everyone Should Go Camping,2026-04-27T00:48:26.545084+00:00,DeepSeek-V3.2 Evaluator,DeepSeek-V3.2,5.43,5.5,5.5,5.5,5.5,5.0,5.5,5.5,deepseek-v3-2-evaluator
de117ad4fdd04cad86c94172d80dafd3,Qwen3.6Plus,Everyone Should Go Camping,2026-04-27T00:48:32.936725+00:00,DeepSeek-V3.2 Evaluator,DeepSeek-V3.2,5.64,6.0,5.5,6.0,5.5,5.5,5.5,5.5,deepseek-v3-2-evaluator
ce8885f263314c179fd9279fa93a46c5,Kimi-K2.6,Everyone Should Go Camping,2026-04-27T00:48:38.955045+00:00,DeepSeek-V3.2 Evaluator,DeepSeek-V3.2,5.5,5.5,5.5,6.0,5.5,5.0,5.5,5.5,deepseek-v3-2-evaluator
03dbc2d99e9a41be84a66b6b6add3c37,GLM-5.1,Everyone Should Go Camping,2026-04-27T00:48:55.462116+00:00,DeepSeek-V3.2 Evaluator,DeepSeek-V3.2,5.36,5.5,5.5,5.5,5.5,5.0,5.5,5.0,deepseek-v3-2-evaluator
483fc90ced9e453385a1fc9b59d6e498,MiniMax-M2.7,Everyone Should Go Camping,2026-04-27T00:49:08.149529+00:00,DeepSeek-V3.2 Evaluator,DeepSeek-V3.2,5.21,6.0,5.5,5.5,5.0,4.5,5.0,5.0,deepseek-v3-2-evaluator
20719751f430460fb8a19e5edc819ec3,DeepSeek-V3.2,Everyone Should Go Camping,2026-04-27T00:49:12.928741+00:00,DeepSeek-V3.2 Evaluator,DeepSeek-V3.2,5.07,5.5,5.0,5.5,5.0,4.5,5.0,5.0,deepseek-v3-2-evaluator
d4192fab6f674536a2b27bfc95112a78,GPT-5.5,Everyone Should Go Camping,2026-04-27T00:49:25.521585+00:00,DeepSeek-V3.2 Evaluator,DeepSeek-V3.2,4.79,5.0,5.0,5.5,5.0,4.0,4.5,4.5,deepseek-v3-2-evaluator
3894693eeca848ea8ef85fa5f4d73c6d,DeepSeek-V4Pro,Everyone Should Go Camping,2026-04-27T00:49:36.166303+00:00,DeepSeek-V3.2 Evaluator,DeepSeek-V3.2,5.07,5.5,5.0,5.5,5.0,4.5,5.0,5.0,deepseek-v3-2-evaluator
2c2cc5d717044a03b790ab8e0ca20266,ClaudeOpus4.6,Everyone Should Go Camping,2026-04-27T00:49:48.670435+00:00,DeepSeek-V3.2 Evaluator,DeepSeek-V3.2,5.21,5.5,5.5,5.5,5.5,4.5,5.0,5.0,deepseek-v3-2-evaluator
73859e28515b4644a7b00ab9a9bc6da0,ClaudeOpus4.7,Everyone Should Go Camping,2026-04-27T00:49:54.674369+00:00,DeepSeek-V3.2 Evaluator,DeepSeek-V3.2,5.29,5.5,5.5,5.5,5.5,5.0,5.0,5.0,deepseek-v3-2-evaluator
1ba4e3293108482a95db4d7d799e4094,Gemini3.1Pro,Everyone Should Go Camping,2026-04-27T00:50:00.519067+00:00,DeepSeek-V3.2 Evaluator,DeepSeek-V3.2,5.64,6.0,5.5,6.0,5.5,5.5,5.5,5.5,deepseek-v3-2-evaluator
aad2cadad26649409b486b2add4b0493,Student,Solve traffic and housing problems by moving companies to the rural areas?,2026-04-27T00:53:16.851950+00:00,DeepSeek-V3.2 Evaluator,DeepSeek-V3.2,5.07,5.5,5.0,5.5,5.0,4.5,5.0,5.0,deepseek-v3-2-evaluator
d3c4621f51654c9895f9b8a760d23fc3,ChatGPT-3,Solve traffic and housing problems by moving companies to the rural areas?,2026-04-27T00:53:29.579456+00:00,DeepSeek-V3.2 Evaluator,DeepSeek-V3.2,5.07,5.5,5.0,5.5,5.0,4.5,5.0,5.0,deepseek-v3-2-evaluator
fcd2450d50a6478b9cbe150d5bafcb85,ChatGPT-4,Solve traffic and housing problems by moving companies to the rural areas?,2026-04-27T00:53:39.086902+00:00,DeepSeek-V3.2 Evaluator,DeepSeek-V3.2,5.43,5.5,5.5,5.5,5.5,5.0,5.5,5.5,deepseek-v3-2-evaluator
c07aaa0aad0f41a7bdb6c34736fc7dda,Qwen3.6Plus,Solve traffic and housing problems by moving companies to the rural areas?,2026-04-27T00:53:49.553284+00:00,DeepSeek-V3.2 Evaluator,DeepSeek-V3.2,5.43,5.5,5.5,5.5,5.5,5.0,5.5,5.5,deepseek-v3-2-evaluator
5277e9fc7f72484d9d4923491ec6132b,Kimi-K2.6,Solve traffic and housing problems by moving companies to the rural areas?,2026-04-27T00:54:02.234876+00:00,DeepSeek-V3.2 Evaluator,DeepSeek-V3.2,5.43,5.5,5.5,5.5,5.5,5.0,5.5,5.5,deepseek-v3-2-evaluator
97ab86418f454523bdf899dd07f9fa86,GLM-5.1,Solve traffic and housing problems by moving companies to the rural areas?,2026-04-27T00:54:07.713211+00:00,DeepSeek-V3.2 Evaluator,DeepSeek-V3.2,5.07,5.5,5.0,5.5,5.0,4.5,5.0,5.0,deepseek-v3-2-evaluator
3e05f9c7af43482fbfce4973bcaa8866,MiniMax-M2.7,Solve traffic and housing problems by moving companies to the rural areas?,2026-04-27T00:54:20.399068+00:00,DeepSeek-V3.2 Evaluator,DeepSeek-V3.2,5.43,6.0,5.5,5.5,5.5,5.0,5.5,5.0,deepseek-v3-2-evaluator
7b9fd755234e490daf129c8addfb32fa,DeepSeek-V3.2,Solve traffic and housing problems by moving companies to the rural areas?,2026-04-27T00:54:33.141302+00:00,DeepSeek-V3.2 Evaluator,DeepSeek-V3.2,5.43,5.5,5.5,5.5,5.5,5.0,5.5,5.5,deepseek-v3-2-evaluator
103d14b575f2411480dda1b596a655f7,GPT-5.5,Solve traffic and housing problems by moving companies to the rural areas?,2026-04-27T00:54:46.652255+00:00,DeepSeek-V3.2 Evaluator,DeepSeek-V3.2,5.29,5.5,5.5,5.5,5.5,5.0,5.0,5.0,deepseek-v3-2-evaluator
3f422ba41daf47e2ab7184eaa4f220e6,DeepSeek-V4Pro,Solve traffic and housing problems by moving companies to the rural areas?,2026-04-27T00:54:53.429146+00:00,DeepSeek-V3.2 Evaluator,DeepSeek-V3.2,5.43,5.5,5.5,5.5,5.5,5.0,5.5,5.5,deepseek-v3-2-evaluator
e52f72f507a34ecd8bcdb0e2bcb7bd1b,ClaudeOpus4.6,Solve traffic and housing problems by moving companies to the rural areas?,2026-04-27T00:55:10.208274+00:00,DeepSeek-V3.2 Evaluator,DeepSeek-V3.2,5.29,5.5,5.5,5.5,5.5,5.0,5.0,5.0,deepseek-v3-2-evaluator
ae091cfc592d47fc895e2f255362fc92,ClaudeOpus4.7,Solve traffic and housing problems by moving companies to the rural areas?,2026-04-27T00:55:15.316513+00:00,DeepSeek-V3.2 Evaluator,DeepSeek-V3.2,5.29,5.5,5.5,5.5,5.5,5.0,5.0,5.0,deepseek-v3-2-evaluator
fcf6c6426ac448c7a1496a1311629762,Gemini3.1Pro,Solve traffic and housing problems by moving companies to the rural areas?,2026-04-27T00:55:20.693561+00:00,DeepSeek-V3.2 Evaluator,DeepSeek-V3.2,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,deepseek-v3-2-evaluator
00ab3baadf4e4a78b39318ce4db9dad5,Student,Giving mobile phones to the unemployed,2026-04-27T00:58:15.289453+00:00,DeepSeek-V3.2 Evaluator,DeepSeek-V3.2,4.29,5.0,4.5,4.5,4.0,4.0,4.0,4.0,deepseek-v3-2-evaluator
56602c0231f04132ae4c9fde3b85584a,ChatGPT-3,Giving mobile phones to the unemployed,2026-04-27T00:58:15.289453+00:00,DeepSeek-V3.2 Evaluator,DeepSeek-V3.2,4.71,5.0,5.0,5.0,5.0,4.0,4.5,4.5,deepseek-v3-2-evaluator
d03a437561e049358d3eb5e113057ec5,ChatGPT-4,Giving mobile phones to the unemployed,2026-04-27T00:58:15.289453+00:00,DeepSeek-V3.2 Evaluator,DeepSeek-V3.2,5.29,5.5,5.5,5.5,5.5,5.0,5.0,5.0,deepseek-v3-2-evaluator
fe2a3a231d3b42a098533331da912eb2,Qwen3.6Plus,Giving mobile phones to the unemployed,2026-04-27T00:58:15.289453+00:00,DeepSeek-V3.2 Evaluator,DeepSeek-V3.2,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,deepseek-v3-2-evaluator
aa4ea5ec2f824deeac59bdc357854c09,Kimi-K2.6,Giving mobile phones to the unemployed,2026-04-27T00:58:15.289453+00:00,DeepSeek-V3.2 Evaluator,DeepSeek-V3.2,5.29,5.5,5.5,5.5,5.5,5.0,5.0,5.0,deepseek-v3-2-evaluator
5233da54740d404ab2c36d81d0027294,GLM-5.1,Giving mobile phones to the unemployed,2026-04-27T00:58:15.289453+00:00,DeepSeek-V3.2 Evaluator,DeepSeek-V3.2,4.79,5.0,5.0,5.0,5.0,4.5,4.5,4.5,deepseek-v3-2-evaluator
f771783e115f4738ba7351de9e5c7348,MiniMax-M2.7,Giving mobile phones to the unemployed,2026-04-27T00:58:15.289453+00:00,DeepSeek-V3.2 Evaluator,DeepSeek-V3.2,4.86,5.5,5.0,5.0,5.0,4.5,4.5,4.5,deepseek-v3-2-evaluator
65da9b726da94ff59043e1f07a6d4a2e,DeepSeek-V3.2,Giving mobile phones to the unemployed,2026-04-27T00:58:15.289453+00:00,DeepSeek-V3.2 Evaluator,DeepSeek-V3.2,5.79,6.0,6.0,6.0,6.0,5.5,5.5,5.5,deepseek-v3-2-evaluator
625c11e8a1ae40b49aec8253bd50df24,GPT-5.5,Giving mobile phones to the unemployed,2026-04-27T00:58:15.289453+00:00,DeepSeek-V3.2 Evaluator,DeepSeek-V3.2,4.86,5.5,5.0,5.0,5.0,4.5,4.5,4.5,deepseek-v3-2-evaluator
85d6ff2af62f447ebf8bb84f8e6c04fc,DeepSeek-V4Pro,Giving mobile phones to the unemployed,2026-04-27T00:58:15.289453+00:00,DeepSeek-V3.2 Evaluator,DeepSeek-V3.2,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,deepseek-v3-2-evaluator
351173f2b45a410e8a04c4de41658297,ClaudeOpus4.6,Giving mobile phones to the unemployed,2026-04-27T00:58:15.289453+00:00,DeepSeek-V3.2 Evaluator,DeepSeek-V3.2,4.86,5.5,5.0,5.0,5.0,4.5,4.5,4.5,deepseek-v3-2-evaluator
e06ac68c6b534b559dd547ebe408c4cb,ClaudeOpus4.7,Giving mobile phones to the unemployed,2026-04-27T00:58:15.289453+00:00,DeepSeek-V3.2 Evaluator,DeepSeek-V3.2,4.86,5.5,5.0,5.0,5.0,4.5,4.5,4.5,deepseek-v3-2-evaluator
af4df7af3abb43a4be10bbf1b48df51c,Gemini3.1Pro,Giving mobile phones to the unemployed,2026-04-27T00:58:15.289453+00:00,DeepSeek-V3.2 Evaluator,DeepSeek-V3.2,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,deepseek-v3-2-evaluator
6a9a11e803c04ae8b17606523f5a7c87,Student,International sporting occasions help to ease international tensions,2026-04-27T01:01:45.529756+00:00,DeepSeek-V3.2 Evaluator,DeepSeek-V3.2,3.36,4.5,3.5,3.5,3.0,3.0,3.0,3.0,deepseek-v3-2-evaluator
89787ec24a6b4f05bbd9052a0f3977af,ChatGPT-3,International sporting occasions help to ease international tensions,2026-04-27T01:01:45.529756+00:00,DeepSeek-V3.2 Evaluator,DeepSeek-V3.2,4.36,5.0,4.5,4.5,4.5,4.0,4.0,4.0,deepseek-v3-2-evaluator
b5b501dc80114996988ccdee03503246,ChatGPT-4,International sporting occasions help to ease international tensions,2026-04-27T01:01:45.529756+00:00,DeepSeek-V3.2 Evaluator,DeepSeek-V3.2,5.29,5.5,5.5,5.5,5.5,5.0,5.0,5.0,deepseek-v3-2-evaluator
0185e5c78a4741459794d7ace5d2444f,Qwen3.6Plus,International sporting occasions help to ease international tensions,2026-04-27T01:01:45.529756+00:00,DeepSeek-V3.2 Evaluator,DeepSeek-V3.2,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,deepseek-v3-2-evaluator
9144b30ab00643098d9c18850dbb5f82,Kimi-K2.6,International sporting occasions help to ease international tensions,2026-04-27T01:01:45.529756+00:00,DeepSeek-V3.2 Evaluator,DeepSeek-V3.2,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,deepseek-v3-2-evaluator
02a98289237a445c843b61400213395d,GLM-5.1,International sporting occasions help to ease international tensions,2026-04-27T01:01:45.529756+00:00,DeepSeek-V3.2 Evaluator,DeepSeek-V3.2,4.57,5.0,4.5,4.5,4.5,4.5,4.5,4.5,deepseek-v3-2-evaluator
fcf8abcd290841629e205aa84576663a,MiniMax-M2.7,International sporting occasions help to ease international tensions,2026-04-27T01:01:45.529756+00:00,DeepSeek-V3.2 Evaluator,DeepSeek-V3.2,5.07,5.5,5.0,5.0,5.0,5.0,5.0,5.0,deepseek-v3-2-evaluator
2f3c79fa498548b68275df463ff50441,DeepSeek-V3.2,International sporting occasions help to ease international tensions,2026-04-27T01:01:45.529756+00:00,DeepSeek-V3.2 Evaluator,DeepSeek-V3.2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,deepseek-v3-2-evaluator
159e6ea73e0f4fc9a03ba7e96e446629,GPT-5.5,International sporting occasions help to ease international tensions,2026-04-27T01:01:45.529756+00:00,DeepSeek-V3.2 Evaluator,DeepSeek-V3.2,4.57,5.0,4.5,4.5,4.5,4.5,4.5,4.5,deepseek-v3-2-evaluator
1c7de7659b7247f6850a97c3ce768edc,DeepSeek-V4Pro,International sporting occasions help to ease international tensions,2026-04-27T01:01:45.529756+00:00,DeepSeek-V3.2 Evaluator,DeepSeek-V3.2,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,deepseek-v3-2-evaluator
b132b1075bb94e098e4547b94e14b448,ClaudeOpus4.6,International sporting occasions help to ease international tensions,2026-04-27T01:01:45.529756+00:00,DeepSeek-V3.2 Evaluator,DeepSeek-V3.2,4.57,5.0,4.5,4.5,4.5,4.5,4.5,4.5,deepseek-v3-2-evaluator
5808600940ec4fe58c9f6de035343a9b,ClaudeOpus4.7,International sporting occasions help to ease international tensions,2026-04-27T01:01:45.529756+00:00,DeepSeek-V3.2 Evaluator,DeepSeek-V3.2,5.07,5.5,5.0,5.0,5.0,5.0,5.0,5.0,deepseek-v3-2-evaluator
b1751d6a1fe64b0fb3662897550baf9b,Gemini3.1Pro,International sporting occasions help to ease international tensions,2026-04-27T01:01:45.529756+00:00,DeepSeek-V3.2 Evaluator,DeepSeek-V3.2,5.07,5.5,5.0,5.0,5.0,5.0,5.0,5.0,deepseek-v3-2-evaluator
73546945e5454a75950d49618afae433,Student,The Non-Issue of Same Sex Marriage,2026-04-27T01:07:04.104448+00:00,DeepSeek-V3.2 Evaluator,DeepSeek-V3.2,4.36,5.5,4.5,4.5,4.0,4.0,4.0,4.0,deepseek-v3-2-evaluator
11c3eeaad55b4130ba5739543ea119aa,ChatGPT-3,The Non-Issue of Same Sex Marriage,2026-04-27T01:07:04.104448+00:00,DeepSeek-V3.2 Evaluator,DeepSeek-V3.2,4.79,5.0,5.0,5.0,5.0,4.5,4.5,4.5,deepseek-v3-2-evaluator
8d7b8b0ad30f4736b6d44fe9d2138ec5,ChatGPT-4,The Non-Issue of Same Sex Marriage,2026-04-27T01:07:04.104448+00:00,DeepSeek-V3.2 Evaluator,DeepSeek-V3.2,5.29,5.5,5.5,5.5,5.5,5.0,5.0,5.0,deepseek-v3-2-evaluator
4d219c695b20418e99bf37c4631011e3,Qwen3.6Plus,The Non-Issue of Same Sex Marriage,2026-04-27T01:07:04.104448+00:00,DeepSeek-V3.2 Evaluator,DeepSeek-V3.2,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,deepseek-v3-2-evaluator
